run_date,name,state,projected_winner,win_prob,rating,alp_proj_vote_share,lib_proj_vote_share,nat_proj_vote_share,grn_proj_vote_share,teal_proj_vote_share,onp_proj_vote_share,oth_proj_vote_share,alp_win_pct,lib_win_pct,nat_win_pct,grn_win_pct,teal_win_pct,onp_win_pct,oth_win_pct
2025-05-04,Cooper,VIC,alp,0.9280429899112774,Likely Labor,0.403071219441954,0.1496962354629573,0.0,0.2496325226484509,0.0,0.04575319244786034,0.1518468299987775,0.9280429899112774,0.01199283501478846,0.01199283501478846,0.01199283501478846,0.01199283501478846,0.01199283501478846,0.01199283501478846
2025-05-05,Cooper,VIC,alp,0.9280429902470776,Likely Labor,0.403071219626333,0.1496962354157518,0.0,0.2496325225757397,0.0,0.04575319243320347,0.151846829948972,0.9280429902470776,0.01199283495882177,0.01199283495882177,0.01199283495882177,0.01199283495882177,0.01199283495882177,0.01199283495882177
2025-05-06,Cooper,VIC,alp,0.9280429905862366,Likely Labor,0.4030712198125563,0.1496962353680742,0.0,0.2496325225023013,0.0,0.04575319241840003,0.1518468298986682,0.9280429905862366,0.01199283490229526,0.01199283490229526,0.01199283490229526,0.01199283490229526,0.01199283490229526,0.01199283490229526
2025-05-07,Cooper,VIC,alp,0.9280429909287867,Likely Labor,0.4030712200006416,0.1496962353199198,0.0,0.2496325224281285,0.0,0.0457531924034485,0.1518468298478614,0.9280429909287867,0.01199283484520358,0.01199283484520358,0.01199283484520358,0.01199283484520358,0.01199283484520358,0.01199283484520358
2025-05-08,Cooper,VIC,alp,0.9280429912747616,Likely Labor,0.4030712201906075,0.1496962352712842,0.0,0.2496325223532143,0.0,0.04575319238834748,0.1518468297965467,0.9280429912747616,0.01199283478754109,0.01199283478754109,0.01199283478754109,0.01199283478754109,0.01199283478754109,0.01199283478754109
2025-05-09,Cooper,VIC,alp,0.9280429916241971,Likely Labor,0.4030712203824734,0.1496962352221617,0.0,0.2496325222775508,0.0,0.04575319237309547,0.1518468297447186,0.9280429916241971,0.01199283472930185,0.01199283472930185,0.01199283472930185,0.01199283472930185,0.01199283472930185,0.01199283472930185
2025-05-10,Cooper,VIC,alp,0.928042991977127,Likely Labor,0.4030712205762579,0.1496962351725486,0.0,0.2496325222011304,0.0,0.04575319235769094,0.1518468296923721,0.928042991977127,0.01199283467048019,0.01199283467048019,0.01199283467048019,0.01199283467048019,0.01199283467048019,0.01199283467048019
2025-05-11,Cooper,VIC,alp,0.928042992333586,Likely Labor,0.4030712207719803,0.1496962351224388,0.0,0.249632522123946,0.0,0.04575319234213236,0.1518468296395025,0.928042992333586,0.01199283461107037,0.01199283461107037,0.01199283461107037,0.01199283461107037,0.01199283461107037,0.01199283461107037
2025-05-12,Cooper,VIC,alp,0.9280429926936097,Likely Labor,0.4030712209696597,0.1496962350718282,0.0,0.2496325220459896,0.0,0.04575319232641818,0.1518468295861042,0.9280429926936097,0.01199283455106642,0.01199283455106642,0.01199283455106642,0.01199283455106642,0.01199283455106642,0.01199283455106642
2025-05-13,Cooper,VIC,alp,0.9280429930572336,Likely Labor,0.4030712211693161,0.1496962350207115,0.0,0.2496325219672537,0.0,0.04575319231054691,0.1518468295321718,0.9280429930572336,0.01199283449046244,0.01199283449046244,0.01199283449046244,0.01199283449046244,0.01199283449046244,0.01199283449046244
