run_date,name,state,projected_winner,win_prob,rating,alp_proj_vote_share,lib_proj_vote_share,nat_proj_vote_share,grn_proj_vote_share,teal_proj_vote_share,onp_proj_vote_share,oth_proj_vote_share,alp_win_pct,lib_win_pct,nat_win_pct,grn_win_pct,teal_win_pct,onp_win_pct,oth_win_pct
2025-05-04,Gellibrand,VIC,alp,0.9597967006674057,Safe Labor,0.4383440847939269,0.2547753745342324,0.0,0.16340903449861,0.0,0.05074932656944016,0.09272217960379062,0.9597967006674057,0.006700549888766473,0.006700549888766473,0.006700549888766473,0.006700549888766473,0.006700549888766473,0.006700549888766473
2025-05-05,Gellibrand,VIC,alp,0.9597967008949443,Safe Labor,0.438344084983085,0.2547753744472909,0.0,0.1634090344467802,0.0,0.05074932655186812,0.09272217957097587,0.9597967008949443,0.006700549850843382,0.006700549850843382,0.006700549850843382,0.006700549850843382,0.006700549850843382,0.006700549850843382
2025-05-06,Gellibrand,VIC,alp,0.9597967011247589,Safe Labor,0.4383440851741354,0.2547753743594798,0.0,0.1634090343944318,0.0,0.0507493265341203,0.09272217953783274,0.9597967011247589,0.006700549812540947,0.006700549812540947,0.006700549812540947,0.006700549812540947,0.006700549812540947,0.006700549812540947
2025-05-07,Gellibrand,VIC,alp,0.9597967013568715,Safe Labor,0.4383440853670961,0.2547753742707907,0.0,0.16340903434156,0.0,0.05074932651619492,0.09272217950435824,0.9597967013568715,0.006700549773855521,0.006700549773855521,0.006700549773855521,0.006700549773855521,0.006700549773855521,0.006700549773855521
2025-05-08,Gellibrand,VIC,alp,0.9597967015913047,Safe Labor,0.4383440855619861,0.2547753741812148,0.0,0.1634090342881597,0.0,0.05074932649809034,0.09272217947054906,0.9597967015913047,0.006700549734783313,0.006700549734783313,0.006700549734783313,0.006700549734783313,0.006700549734783313,0.006700549734783313
2025-05-09,Gellibrand,VIC,alp,0.959796701828083,Safe Labor,0.4383440857588253,0.2547753740907427,0.0,0.1634090342342253,0.0,0.05074932647980477,0.09272217943640172,0.959796701828083,0.006700549695320269,0.006700549695320269,0.006700549695320269,0.006700549695320269,0.006700549695320269,0.006700549695320269
2025-05-10,Gellibrand,VIC,alp,0.9597967020672283,Safe Labor,0.4383440859576329,0.2547753739993667,0.0,0.1634090341797514,0.0,0.05074932646133631,0.09272217940191284,0.9597967020672283,0.006700549655462708,0.006700549655462708,0.006700549655462708,0.006700549655462708,0.006700549655462708,0.006700549655462708
2025-05-11,Gellibrand,VIC,alp,0.9597967023087657,Safe Labor,0.4383440861584285,0.2547753739070763,0.0,0.163409034124733,0.0,0.05074932644268319,0.09272217936707916,0.9597967023087657,0.006700549615206484,0.006700549615206484,0.006700549615206484,0.006700549615206484,0.006700549615206484,0.006700549615206484
2025-05-12,Gellibrand,VIC,alp,0.9597967025527182,Safe Labor,0.438344086361232,0.2547753738138631,0.0,0.1634090340691642,0.0,0.05074932642384349,0.09272217933189725,0.9597967025527182,0.006700549574547729,0.006700549574547729,0.006700549574547729,0.006700549574547729,0.006700549574547729,0.006700549574547729
2025-05-13,Gellibrand,VIC,alp,0.95979670279911,Safe Labor,0.4383440865660635,0.254775373719718,0.0,0.1634090340130396,0.0,0.05074932640481546,0.09272217929636341,0.95979670279911,0.00670054953348243,0.00670054953348243,0.00670054953348243,0.00670054953348243,0.00670054953348243,0.00670054953348243
2025-05-14,Gellibrand,VIC,alp,0.959796703047966,Safe Labor,0.4383440867729433,0.2547753736246311,0.0,0.1634090339563542,0.0,0.0507493263855971,0.09272217926047432,0.959796703047966,0.006700549492006423,0.006700549492006423,0.006700549492006423,0.006700549492006423,0.006700549492006423,0.006700549492006423
