run_date,name,state,projected_winner,win_prob,rating,alp_proj_vote_share,lib_proj_vote_share,nat_proj_vote_share,grn_proj_vote_share,teal_proj_vote_share,onp_proj_vote_share,oth_proj_vote_share,alp_win_pct,lib_win_pct,nat_win_pct,grn_win_pct,teal_win_pct,onp_win_pct,oth_win_pct
2025-05-04,Grayndler,NSW,alp,0.9959023721156691,Safe Labor,0.5115145084585664,0.1414921818423846,0.0,0.2339124004673659,0.0,0.02647390430050059,0.08660700493118266,0.9959023721156691,0.000682937980721891,0.000682937980721891,0.000682937980721891,0.000682937980721891,0.000682937980721891,0.000682937980721891
2025-05-05,Grayndler,NSW,alp,0.9959023721478022,Safe Labor,0.5115145086494068,0.1414921817858319,0.0,0.2339124003795038,0.0,0.02647390428978679,0.08660700489547064,0.9959023721478022,0.0006829379753663787,0.0006829379753663787,0.0006829379753663787,0.0006829379753663787,0.0006829379753663787,0.0006829379753663787
2025-05-06,Grayndler,NSW,alp,0.9959023721802566,Safe Labor,0.5115145088421564,0.1414921817287134,0.0,0.2339124002907629,0.0,0.02647390427896584,0.08660700485940141,0.9959023721802566,0.0006829379699573165,0.0006829379699573165,0.0006829379699573165,0.0006829379699573165,0.0006829379699573165,0.0006829379699573165
2025-05-07,Grayndler,NSW,alp,0.9959023722130355,Safe Labor,0.5115145090368328,0.1414921816710241,0.0,0.2339124002011348,0.0,0.02647390426803667,0.08660700482297157,0.9959023722130355,0.0006829379644941681,0.0006829379644941681,0.0006829379644941681,0.0006829379644941681,0.0006829379644941681,0.0006829379644941681
2025-05-08,Grayndler,NSW,alp,0.9959023722461422,Safe Labor,0.5115145092334558,0.1414921816127578,0.0,0.2339124001106107,0.0,0.02647390425699821,0.08660700478617751,0.9959023722461422,0.0006829379589763781,0.0006829379589763781,0.0006829379589763781,0.0006829379589763781,0.0006829379589763781,0.0006829379589763781
2025-05-09,Grayndler,NSW,alp,0.9959023722795799,Safe Labor,0.5115145094320457,0.1414921815539085,0.0,0.2339124000191811,0.0,0.02647390424584937,0.08660700474901534,0.9959023722795799,0.0006829379534034287,0.0006829379534034287,0.0006829379534034287,0.0006829379534034287,0.0006829379534034287,0.0006829379534034287
2025-05-10,Grayndler,NSW,alp,0.9959023723133521,Safe Labor,0.511514509632621,0.1414921814944713,0.0,0.233912399926837,0.0,0.02647390423458904,0.08660700471148151,0.9959023723133521,0.0006829379477747275,0.0006829379477747275,0.0006829379477747275,0.0006829379477747275,0.0006829379477747275,0.0006829379477747275
2025-05-11,Grayndler,NSW,alp,0.9959023723474619,Safe Labor,0.5115145098352023,0.1414921814344393,0.0,0.2339123998335698,0.0,0.02647390422321614,0.0866070046735725,0.9959023723474619,0.0006829379420897565,0.0006829379420897565,0.0006829379420897565,0.0006829379420897565,0.0006829379420897565,0.0006829379420897565
2025-05-12,Grayndler,NSW,alp,0.9959023723819129,Safe Labor,0.5115145100398094,0.141492181373807,0.0,0.2339123997393696,0.0,0.02647390421172946,0.08660700463528442,0.9959023723819129,0.0006829379363479236,0.0006829379363479236,0.0006829379363479236,0.0006829379363479236,0.0006829379363479236,0.0006829379363479236
2025-05-13,Grayndler,NSW,alp,0.9959023724167084,Safe Labor,0.5115145102464627,0.1414921813125687,0.0,0.2339123996442274,0.0,0.02647390420012796,0.08660700459661341,0.9959023724167084,0.0006829379305486736,0.0006829379305486736,0.0006829379305486736,0.0006829379305486736,0.0006829379305486736,0.0006829379305486736
2025-05-14,Grayndler,NSW,alp,0.9959023724518519,Safe Labor,0.5115145104551819,0.1414921812507176,0.0,0.2339123995481343,0.0,0.02647390418841041,0.08660700455755573,0.9959023724518519,0.0006829379246914329,0.0006829379246914329,0.0006829379246914329,0.0006829379246914329,0.0006829379246914329,0.0006829379246914329
2025-05-15,Grayndler,NSW,alp,0.9959023724873467,Safe Labor,0.5115145106659886,0.1414921811882483,0.0,0.23391239945108,0.0,0.02647390417657575,0.08660700451810738,0.9959023724873467,0.0006829379187756281,0.0006829379187756281,0.0006829379187756281,0.0006829379187756281,0.0006829379187756281,0.0006829379187756281
2025-05-16,Grayndler,NSW,alp,0.9959023725231966,Safe Labor,0.5115145108789039,0.141492181125154,0.0,0.233912399353055,0.0,0.02647390416462265,0.08660700447826444,0.9959023725231966,0.0006829379128006483,0.0006829379128006483,0.0006829379128006483,0.0006829379128006483,0.0006829379128006483,0.0006829379128006483
2025-05-17,Grayndler,NSW,alp,0.9959023725594048,Safe Labor,0.511514511093948,0.141492181061429,0.0,0.2339123992540497,0.0,0.02647390415255007,0.0866070044380232,0.9959023725594048,0.0006829379067659385,0.0006829379067659385,0.0006829379067659385,0.0006829379067659385,0.0006829379067659385,0.0006829379067659385
2025-05-18,Grayndler,NSW,alp,0.9959023725959754,Safe Labor,0.5115145113111428,0.1414921809970666,0.0,0.2339123991540543,0.0,0.02647390414035673,0.08660700439737959,0.9959023725959754,0.0006829379006708512,0.0006829379006708512,0.0006829379006708512,0.0006829379006708512,0.0006829379006708512,0.0006829379006708512
2025-05-19,Grayndler,NSW,alp,0.9959023726329114,Safe Labor,0.5115145115305091,0.1414921809320606,0.0,0.2339123990530593,0.0,0.02647390412804147,0.08660700435632945,0.9959023726329114,0.0006829378945148495,0.0006829378945148495,0.0006829378945148495,0.0006829378945148495,0.0006829378945148495,0.0006829378945148495
2025-05-20,Grayndler,NSW,alp,0.9959023726702169,Safe Labor,0.511514511752069,0.1414921808664047,0.0,0.2339123989510542,0.0,0.0264739041156031,0.08660700431486897,0.9959023726702169,0.0006829378882972674,0.0006829378882972674,0.0006829378882972674,0.0006829378882972674,0.0006829378882972674,0.0006829378882972674
2025-05-21,Grayndler,NSW,alp,0.9959023727078953,Safe Labor,0.5115145119758445,0.1414921808000921,0.0,0.2339123988480292,0.0,0.02647390410304031,0.08660700427299374,0.9959023727078953,0.0006829378820175315,0.0006829378820175315,0.0006829378820175315,0.0006829378820175315,0.0006829378820175315,0.0006829378820175315
2025-05-22,Grayndler,NSW,alp,0.9959023727459506,Safe Labor,0.5115145122018582,0.1414921807331165,0.0,0.2339123987439735,0.0,0.02647390409035191,0.08660700423069988,0.9959023727459506,0.0006829378756749753,0.0006829378756749753,0.0006829378756749753,0.0006829378756749753,0.0006829378756749753,0.0006829378756749753
2025-05-23,Grayndler,NSW,alp,0.9959023727843865,Safe Labor,0.5115145124301318,0.1414921806654711,0.0,0.2339123986388777,0.0,0.02647390407753658,0.0866070041879829,0.9959023727843865,0.0006829378692689885,0.0006829378692689885,0.0006829378692689885,0.0006829378692689885,0.0006829378692689885,0.0006829378692689885
2025-05-24,Grayndler,NSW,alp,0.9959023728232067,Safe Labor,0.5115145126606883,0.141492180597149,0.0,0.2339123985327307,0.0,0.02647390406459313,0.08660700414483881,0.9959023728232067,0.0006829378627989603,0.0006829378627989603,0.0006829378627989603,0.0006829378627989603,0.0006829378627989603,0.0006829378627989603
2025-05-25,Grayndler,NSW,alp,0.9959023728624151,Safe Labor,0.5115145128935502,0.141492180528144,0.0,0.2339123984255222,0.0,0.02647390405152024,0.08660700410126329,0.9959023728624151,0.0006829378562642246,0.0006829378562642246,0.0006829378562642246,0.0006829378562642246,0.0006829378562642246,0.0006829378562642246
2025-05-26,Grayndler,NSW,alp,0.9959023729020157,Safe Labor,0.5115145131287406,0.1414921804584489,0.0,0.2339123983172418,0.0,0.02647390403831664,0.08660700405725215,0.9959023729020157,0.0006829378496641338,0.0006829378496641338,0.0006829378496641338,0.0006829378496641338,0.0006829378496641338,0.0006829378496641338
2025-05-27,Grayndler,NSW,alp,0.9959023729420121,Safe Labor,0.5115145133662832,0.1414921803880567,0.0,0.2339123982078783,0.0,0.026473904024981,0.08660700401280079,0.9959023729420121,0.0006829378429980586,0.0006829378429980586,0.0006829378429980586,0.0006829378429980586,0.0006829378429980586,0.0006829378429980586
2025-05-28,Grayndler,NSW,alp,0.9959023729824086,Safe Labor,0.5115145136062007,0.1414921803169607,0.0,0.2339123980974217,0.0,0.02647390401151199,0.0866070039679049,0.9959023729824086,0.0006829378362653146,0.0006829378362653146,0.0006829378362653146,0.0006829378362653146,0.0006829378362653146,0.0006829378362653146
