StateAb,DivisionId,DivisionNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition(0 for TPP candidates),ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
VIC,221,Kooyong,36081,IND,Independent,RYAN,Monique,1,36729,LP,Liberal,FRYDENBERG,Josh,7,8064,19.520
VIC,221,Kooyong,36081,IND,Independent,RYAN,Monique,1,36442,ALP,Australian Labor Party,LYNCH,Peter,8,33239,80.480
VIC,221,Kooyong,36035,UAPP,United Australia Party,HARDIMAN,Scott Andrew,2,36729,LP,Liberal,FRYDENBERG,Josh,7,775,76.660
VIC,221,Kooyong,36035,UAPP,United Australia Party,HARDIMAN,Scott Andrew,2,36442,ALP,Australian Labor Party,LYNCH,Peter,8,236,23.340
VIC,221,Kooyong,36949,LDP,Liberal Democrats,THOM,Alexandra,3,36729,LP,Liberal,FRYDENBERG,Josh,7,823,76.200
VIC,221,Kooyong,36949,LDP,Liberal Democrats,THOM,Alexandra,3,36442,ALP,Australian Labor Party,LYNCH,Peter,8,257,23.800
VIC,221,Kooyong,37284,DHJP,Derryn Hinch's Justice Party,DALE,Michele,4,36729,LP,Liberal,FRYDENBERG,Josh,7,98,55.370
VIC,221,Kooyong,37284,DHJP,Derryn Hinch's Justice Party,DALE,Michele,4,36442,ALP,Australian Labor Party,LYNCH,Peter,8,79,44.630
VIC,221,Kooyong,37640,ON,Pauline Hanson's One Nation,COYNE,Josh,5,36729,LP,Liberal,FRYDENBERG,Josh,7,576,77.730
VIC,221,Kooyong,37640,ON,Pauline Hanson's One Nation,COYNE,Josh,5,36442,ALP,Australian Labor Party,LYNCH,Peter,8,165,22.270
VIC,221,Kooyong,37800,IND,Independent,ANDERSON,Will,6,36729,LP,Liberal,FRYDENBERG,Josh,7,142,53.580
VIC,221,Kooyong,37800,IND,Independent,ANDERSON,Will,6,36442,ALP,Australian Labor Party,LYNCH,Peter,8,123,46.420
VIC,221,Kooyong,36695,AJP,Animal Justice Party,NEHMER,Rachael,9,36729,LP,Liberal,FRYDENBERG,Josh,7,181,36.200
VIC,221,Kooyong,36695,AJP,Animal Justice Party,NEHMER,Rachael,9,36442,ALP,Australian Labor Party,LYNCH,Peter,8,319,63.800
VIC,221,Kooyong,36544,GVIC,The Greens,MITCHEM,Piers,10,36729,LP,Liberal,FRYDENBERG,Josh,7,1068,16.530
VIC,221,Kooyong,36544,GVIC,The Greens,MITCHEM,Piers,10,36442,ALP,Australian Labor Party,LYNCH,Peter,8,5393,83.470
VIC,221,Kooyong,37245,AUVA,Australian Values Party,CONNOLLY,David,11,36729,LP,Liberal,FRYDENBERG,Josh,7,79,51.970
