StateAb,DivisionId,DivisionNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition(0 for TPP candidates),ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
VIC,221,Kooyong,37245,AUVA,Australian Values Party,CONNOLLY,David,11,36442,ALP,Australian Labor Party,LYNCH,Peter,8,73,48.030
VIC,228,Melbourne,0,,,First Preferences,,0,36448,ALP,Australian Labor Party,PATERSON,Keir,2,24155,62.230
VIC,228,Melbourne,0,,,First Preferences,,0,36727,LP,Liberal,DAMCHES,James,4,14660,37.770
VIC,228,Melbourne,36034,UAPP,United Australia Party,BORG,Justin,1,36448,ALP,Australian Labor Party,PATERSON,Keir,2,715,41.840
VIC,228,Melbourne,36034,UAPP,United Australia Party,BORG,Justin,1,36727,LP,Liberal,DAMCHES,James,4,994,58.160
VIC,228,Melbourne,36551,GVIC,The Greens,BANDT,Adam,3,36448,ALP,Australian Labor Party,PATERSON,Keir,2,45012,94.000
VIC,228,Melbourne,36551,GVIC,The Greens,BANDT,Adam,3,36727,LP,Liberal,DAMCHES,James,4,2871,6.000
VIC,228,Melbourne,36948,LDP,Liberal Democrats,PEPPARD,Richard,5,36448,ALP,Australian Labor Party,PATERSON,Keir,2,474,29.700
VIC,228,Melbourne,36948,LDP,Liberal Democrats,PEPPARD,Richard,5,36727,LP,Liberal,DAMCHES,James,4,1122,70.300
VIC,228,Melbourne,37817,IND,Independent,ROBSON,Scott,6,36448,ALP,Australian Labor Party,PATERSON,Keir,2,609,55.670
VIC,228,Melbourne,37817,IND,Independent,ROBSON,Scott,6,36727,LP,Liberal,DAMCHES,James,4,485,44.330
VIC,228,Melbourne,37775,ON,Pauline Hanson's One Nation,STRAGAN,Walter,7,36448,ALP,Australian Labor Party,PATERSON,Keir,2,264,28.180
VIC,228,Melbourne,37775,ON,Pauline Hanson's One Nation,STRAGAN,Walter,7,36727,LP,Liberal,DAMCHES,James,4,673,71.820
VIC,228,Melbourne,36680,AJP,Animal Justice Party,POON,Bruce,8,36448,ALP,Australian Labor Party,PATERSON,Keir,2,980,74.470
VIC,228,Melbourne,36680,AJP,Animal Justice Party,POON,Bruce,8,36727,LP,Liberal,DAMCHES,James,4,336,25.530
VIC,228,Melbourne,36661,VNS,Victorian Socialists,BOLGER,Colleen,9,36448,ALP,Australian Labor Party,PATERSON,Keir,2,2982,94.490
VIC,228,Melbourne,36661,VNS,Victorian Socialists,BOLGER,Colleen,9,36727,LP,Liberal,DAMCHES,James,4,174,5.510
VIC,324,Nicholls,0,,,First Preferences,,0,36061,NP,The Nationals,BIRRELL,Sam,2,24886,69.410
VIC,324,Nicholls,0,,,First Preferences,,0,36451,ALP,Australian Labor Party,LODWICK,Bill,4,10970,30.590
VIC,324,Nicholls,36951,LDP,Liberal Democrats,LAIRD,Tim,1,36061,NP,The Nationals,BIRRELL,Sam,2,2564,76.170
VIC,324,Nicholls,36951,LDP,Liberal Democrats,LAIRD,Tim,1,36451,ALP,Australian Labor Party,LODWICK,Bill,4,802,23.830
VIC,324,Nicholls,37691,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,3,36061,NP,The Nationals,BIRRELL,Sam,2,4579,73.630
VIC,324,Nicholls,37691,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,3,36451,ALP,Australian Labor Party,LODWICK,Bill,4,1640,26.370
VIC,324,Nicholls,35967,CEC,Citizens Party,DAVY,Jeff,5,36061,NP,The Nationals,BIRRELL,Sam,2,214,56.760
VIC,324,Nicholls,35967,CEC,Citizens Party,DAVY,Jeff,5,36451,ALP,Australian Labor Party,LODWICK,Bill,4,163,43.240
VIC,324,Nicholls,36026,UAPP,United Australia Party,PETERSON,Robert,6,36061,NP,The Nationals,BIRRELL,Sam,2,2849,74.560
VIC,324,Nicholls,36026,UAPP,United Australia Party,PETERSON,Robert,6,36451,ALP,Australian Labor Party,LODWICK,Bill,4,972,25.440
VIC,324,Nicholls,36565,GVIC,The Greens,CHRISTOE,Ian,7,36061,NP,The Nationals,BIRRELL,Sam,2,738,24.130
VIC,324,Nicholls,36565,GVIC,The Greens,CHRISTOE,Ian,7,36451,ALP,Australian Labor Party,LODWICK,Bill,4,2320,75.870
VIC,324,Nicholls,36051,SOPA,FUSION: Science, Pirate, Secular, Climate Emergency,OTTO,Andrea,8,36061,NP,The Nationals,BIRRELL,Sam,2,233,35.680
VIC,324,Nicholls,36051,SOPA,FUSION: Science, Pirate, Secular, Climate Emergency,OTTO,Andrea,8,36451,ALP,Australian Labor Party,LODWICK,Bill,4,420,64.320
VIC,324,Nicholls,36739,LP,Liberal,BROOKS,Steve,9,36061,NP,The Nationals,BIRRELL,Sam,2,15492,90.140
VIC,324,Nicholls,36739,LP,Liberal,BROOKS,Steve,9,36451,ALP,Australian Labor Party,LODWICK,Bill,4,1695,9.860
VIC,324,Nicholls,37764,CYA,Australian Federation Party,TABONE,Eleonor,10,36061,NP,The Nationals,BIRRELL,Sam,2,229,62.400
VIC,324,Nicholls,37764,CYA,Australian Federation Party,TABONE,Eleonor,10,36451,ALP,Australian Labor Party,LODWICK,Bill,4,138,37.600
VIC,324,Nicholls,37571,IND,Independent,PRIESTLY,Rob,11,36061,NP,The Nationals,BIRRELL,Sam,2,12134,49.960
VIC,324,Nicholls,37571,IND,Independent,PRIESTLY,Rob,11,36451,ALP,Australian Labor Party,LODWICK,Bill,4,12153,50.040
VIC,233,Wannon,0,,,First Preferences,,0,36735,LP,Liberal,TEHAN,Dan,2,44948,69.960
VIC,233,Wannon,0,,,First Preferences,,0,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,19303,30.040
VIC,233,Wannon,37812,IND,Independent,GARNER,Graham,1,36735,LP,Liberal,TEHAN,Dan,2,1354,57.720
VIC,233,Wannon,37812,IND,Independent,GARNER,Graham,1,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,992,42.280
VIC,233,Wannon,37820,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,3,36735,LP,Liberal,TEHAN,Dan,2,2115,64.580
VIC,233,Wannon,37820,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,3,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,1160,35.420
VIC,233,Wannon,36670,GVIC,The Greens,McALLISTER,Hilary,4,36735,LP,Liberal,TEHAN,Dan,2,1088,16.880
VIC,233,Wannon,36670,GVIC,The Greens,McALLISTER,Hilary,4,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,5356,83.120
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,5,36735,LP,Liberal,TEHAN,Dan,2,6595,33.810
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,5,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,12909,66.190
VIC,233,Wannon,36030,UAPP,United Australia Party,KENSEN,Craige,6,36735,LP,Liberal,TEHAN,Dan,2,2305,69.680
VIC,233,Wannon,36030,UAPP,United Australia Party,KENSEN,Craige,6,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,1003,30.320
VIC,233,Wannon,36931,LDP,Liberal Democrats,MEAD,Amanda,7,36735,LP,Liberal,TEHAN,Dan,2,1317,66.750
VIC,233,Wannon,36931,LDP,Liberal Democrats,MEAD,Amanda,7,36450,ALP,Australian Labor Party,WILSON,Gilbert,8,656,33.250
VIC,234,Wills,0,,,First Preferences,,0,36738,LP,Liberal,WRIGHT,Tom,1,15771,30.790
VIC,234,Wills,0,,,First Preferences,,0,36452,ALP,Australian Labor Party,KHALIL,Peter,7,35449,69.210
VIC,234,Wills,37747,ON,Pauline Hanson's One Nation,TINDAL,Jill,2,36738,LP,Liberal,WRIGHT,Tom,1,1713,67.070
VIC,234,Wills,37747,ON,Pauline Hanson's One Nation,TINDAL,Jill,2,36452,ALP,Australian Labor Party,KHALIL,Peter,7,841,32.930
VIC,234,Wills,36664,VNS,Victorian Socialists,BLACK,Emma,3,36738,LP,Liberal,WRIGHT,Tom,1,218,8.030
VIC,234,Wills,36664,VNS,Victorian Socialists,BLACK,Emma,3,36452,ALP,Australian Labor Party,KHALIL,Peter,7,2496,91.970
VIC,234,Wills,37770,CYA,Australian Federation Party,SERGI,Sam,4,36738,LP,Liberal,WRIGHT,Tom,1,467,59.190
VIC,234,Wills,37770,CYA,Australian Federation Party,SERGI,Sam,4,36452,ALP,Australian Labor Party,KHALIL,Peter,7,322,40.810
VIC,234,Wills,36958,SAL,Socialist Alliance,BOLTON,Sue,5,36738,LP,Liberal,WRIGHT,Tom,1,319,10.300
VIC,234,Wills,36958,SAL,Socialist Alliance,BOLTON,Sue,5,36452,ALP,Australian Labor Party,KHALIL,Peter,7,2777,89.700
VIC,234,Wills,36031,UAPP,United Australia Party,ZIVKOVIC,Irene,6,36738,LP,Liberal,WRIGHT,Tom,1,1768,52.740
VIC,234,Wills,36031,UAPP,United Australia Party,ZIVKOVIC,Irene,6,36452,ALP,Australian Labor Party,KHALIL,Peter,7,1584,47.260
VIC,234,Wills,36686,AJP,Animal Justice Party,HORSFALL,Leah,8,36738,LP,Liberal,WRIGHT,Tom,1,464,27.620
VIC,234,Wills,36686,AJP,Animal Justice Party,HORSFALL,Leah,8,36452,ALP,Australian Labor Party,KHALIL,Peter,7,1216,72.380
VIC,234,Wills,36554,GVIC,The Greens,JEFFORD,Sarah,9,36738,LP,Liberal,WRIGHT,Tom,1,1374,5.330
VIC,234,Wills,36554,GVIC,The Greens,JEFFORD,Sarah,9,36452,ALP,Australian Labor Party,KHALIL,Peter,7,24419,94.670
WA,238,Curtin,0,,,First Preferences,,0,36578,LP,Liberal,HAMMOND,Celia,4,43408,74.760
WA,238,Curtin,0,,,First Preferences,,0,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,14654,25.240
WA,238,Curtin,36485,UAPP,United Australia Party,VERHOEFF,Ladeisha Louise,1,36578,LP,Liberal,HAMMOND,Celia,4,1345,73.580
WA,238,Curtin,36485,UAPP,United Australia Party,VERHOEFF,Ladeisha Louise,1,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,483,26.420
WA,238,Curtin,37840,WAP,WESTERN AUSTRALIA PARTY,BURN,Bill,2,36578,LP,Liberal,HAMMOND,Celia,4,734,59.050
WA,238,Curtin,37840,WAP,WESTERN AUSTRALIA PARTY,BURN,Bill,2,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,509,40.950
WA,238,Curtin,37255,CYA,Australian Federation Party,CULLITY,Judith,3,36578,LP,Liberal,HAMMOND,Celia,4,535,70.120
WA,238,Curtin,37255,CYA,Australian Federation Party,CULLITY,Judith,3,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,228,29.880
WA,238,Curtin,37395,ON,Pauline Hanson's One Nation,GRILLO,Dale Marie,5,36578,LP,Liberal,HAMMOND,Celia,4,917,70.000
WA,238,Curtin,37395,ON,Pauline Hanson's One Nation,GRILLO,Dale Marie,5,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,393,30.000
WA,238,Curtin,36589,IND,Independent,CHANEY,Kate,6,36578,LP,Liberal,HAMMOND,Celia,4,9954,32.170
WA,238,Curtin,36589,IND,Independent,CHANEY,Kate,6,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,20988,67.830
WA,238,Curtin,36593,GRN,The Greens (WA),PIDGEON,Cameron,8,36578,LP,Liberal,HAMMOND,Celia,4,1508,13.850
WA,238,Curtin,36593,GRN,The Greens (WA),PIDGEON,Cameron,8,37282,ALP,Australian Labor Party,SPENCER,Yannick,7,9381,86.150
