StateAb,DivisionId,DivisionNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition(0 for TPP candidates),ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
NSW,251,Watson,41645,GRN,The Greens,BREWER,Jocelyn,8,41331,ALP,Labor,BURKE,Tony,1,6396,86.440
NSW,251,Watson,41645,GRN,The Greens,BREWER,Jocelyn,8,41499,LP,Liberal,ALAM,Zakir,6,1003,13.560
NSW,251,Watson,41680,CYA,Trumpet of Patriots,KOUKOULIS,John,9,41331,ALP,Labor,BURKE,Tony,1,921,42.600
NSW,251,Watson,41680,CYA,Trumpet of Patriots,KOUKOULIS,John,9,41499,LP,Liberal,ALAM,Zakir,6,1241,57.400
NSW,152,Wentworth,0,,,First Preferences,,0,41497,LP,Liberal,KNOX,Ro,4,40155,73.100
NSW,152,Wentworth,0,,,First Preferences,,0,41326,ALP,Labor,PEAKE,Savanna,5,14779,26.900
NSW,152,Wentworth,41967,IND,Independent,RICHMOND,Michael,1,41497,LP,Liberal,KNOX,Ro,4,803,59.610
NSW,152,Wentworth,41967,IND,Independent,RICHMOND,Michael,1,41326,ALP,Labor,PEAKE,Savanna,5,544,40.390
NSW,152,Wentworth,41532,GRN,The Greens,WARD,Nick,2,41497,LP,Liberal,KNOX,Ro,4,931,8.280
NSW,152,Wentworth,41532,GRN,The Greens,WARD,Nick,2,41326,ALP,Labor,PEAKE,Savanna,5,10310,91.720
NSW,152,Wentworth,41912,ON,Pauline Hanson's One Nation,STERNHELL,James,3,41497,LP,Liberal,KNOX,Ro,4,2208,84.110
NSW,152,Wentworth,41912,ON,Pauline Hanson's One Nation,STERNHELL,James,3,41326,ALP,Labor,PEAKE,Savanna,5,417,15.890
NSW,152,Wentworth,37451,IND,Independent,SPENDER,Allegra,6,41497,LP,Liberal,KNOX,Ro,4,10505,26.080
NSW,152,Wentworth,37451,IND,Independent,SPENDER,Allegra,6,41326,ALP,Labor,PEAKE,Savanna,5,29779,73.920
QLD,163,Griffith,0,,,First Preferences,,0,40739,ALP,Australian Labor Party,COFFEY,Renee,3,37686,56.490
QLD,163,Griffith,0,,,First Preferences,,0,41167,LNP,LNP,BISHOP,Anthony,6,29025,43.510
QLD,163,Griffith,41238,GRN,The Greens,CHANDLER-MATHER,Max,1,40739,ALP,Australian Labor Party,COFFEY,Renee,3,32083,92.810
QLD,163,Griffith,41238,GRN,The Greens,CHANDLER-MATHER,Max,1,41167,LNP,LNP,BISHOP,Anthony,6,2487,7.190
QLD,163,Griffith,40940,ON,Pauline Hanson's One Nation,BELL,Lindsay,2,40739,ALP,Australian Labor Party,COFFEY,Renee,3,684,25.480
QLD,163,Griffith,40940,ON,Pauline Hanson's One Nation,BELL,Lindsay,2,41167,LNP,LNP,BISHOP,Anthony,6,2000,74.520
QLD,163,Griffith,40969,GRPF,Gerard Rennick People First,HUNT,Dion,4,40739,ALP,Australian Labor Party,COFFEY,Renee,3,660,26.110
QLD,163,Griffith,40969,GRPF,Gerard Rennick People First,HUNT,Dion,4,41167,LNP,LNP,BISHOP,Anthony,6,1868,73.890
QLD,163,Griffith,41038,FFPA,Family First,CAMPBELL,Andrea,5,40739,ALP,Australian Labor Party,COFFEY,Renee,3,383,36.130
QLD,163,Griffith,41038,FFPA,Family First,CAMPBELL,Andrea,5,41167,LNP,LNP,BISHOP,Anthony,6,677,63.870
QLD,163,Griffith,41346,CYA,Trumpet of Patriots,HAYES,Aaron,7,40739,ALP,Australian Labor Party,COFFEY,Renee,3,519,31.280
QLD,163,Griffith,41346,CYA,Trumpet of Patriots,HAYES,Aaron,7,41167,LNP,LNP,BISHOP,Anthony,6,1140,68.720
QLD,164,Groom,0,,,First Preferences,,0,41173,LNP,LNP,HAMILTON,Garth,5,42302,71.130
QLD,164,Groom,0,,,First Preferences,,0,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,17172,28.870
QLD,164,Groom,36178,IND,Independent,HOLT,Suzie,1,41173,LNP,LNP,HAMILTON,Garth,5,7060,39.900
QLD,164,Groom,36178,IND,Independent,HOLT,Suzie,1,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,10634,60.100
QLD,164,Groom,40942,ON,Pauline Hanson's One Nation,KONZ,Rebecca,2,41173,LNP,LNP,HAMILTON,Garth,5,8055,81.690
QLD,164,Groom,40942,ON,Pauline Hanson's One Nation,KONZ,Rebecca,2,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,1805,18.310
QLD,164,Groom,40896,FFPA,Family First,TODD,Alexandra,3,41173,LNP,LNP,HAMILTON,Garth,5,3224,82.790
QLD,164,Groom,40896,FFPA,Family First,TODD,Alexandra,3,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,670,17.210
QLD,164,Groom,41242,GRN,The Greens,NELLIGAN,Alyce,4,41173,LNP,LNP,HAMILTON,Garth,5,1115,19.370
QLD,164,Groom,41242,GRN,The Greens,NELLIGAN,Alyce,4,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,4642,80.630
QLD,164,Groom,37615,IND,Independent,SMOLENSKI,Kirstie,6,41173,LNP,LNP,HAMILTON,Garth,5,1667,45.040
QLD,164,Groom,37615,IND,Independent,SMOLENSKI,Kirstie,6,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,2034,54.960
QLD,164,Groom,41349,CYA,Trumpet of Patriots,MARR,Jamie,7,41173,LNP,LNP,HAMILTON,Garth,5,1967,69.280
QLD,164,Groom,41349,CYA,Trumpet of Patriots,MARR,Jamie,7,40741,ALP,Australian Labor Party,EDWARDS,Richard,8,872,30.720
QLD,167,Kennedy,0,,,First Preferences,,0,41184,LNP,LNP,SWAINE,Annette,1,23135,59.240
QLD,167,Kennedy,0,,,First Preferences,,0,40760,ALP,Australian Labor Party,WINN,Sharon,6,15917,40.760
QLD,167,Kennedy,40636,IND,Independent,CLARE,Steven,2,41184,LNP,LNP,SWAINE,Annette,1,762,46.890
QLD,167,Kennedy,40636,IND,Independent,CLARE,Steven,2,40760,ALP,Australian Labor Party,WINN,Sharon,6,863,53.110
QLD,167,Kennedy,41255,GRN,The Greens,STANFORD,Carole,3,41184,LNP,LNP,SWAINE,Annette,1,1020,17.710
QLD,167,Kennedy,41255,GRN,The Greens,STANFORD,Carole,3,40760,ALP,Australian Labor Party,WINN,Sharon,6,4741,82.290
QLD,167,Kennedy,40899,FFPA,Family First,LUSH,Douglas,4,41184,LNP,LNP,SWAINE,Annette,1,1081,64.310
QLD,167,Kennedy,40899,FFPA,Family First,LUSH,Douglas,4,40760,ALP,Australian Labor Party,WINN,Sharon,6,600,35.690
QLD,167,Kennedy,40950,ON,Pauline Hanson's One Nation,HARRIS,Kate,5,41184,LNP,LNP,SWAINE,Annette,1,5834,77.360
QLD,167,Kennedy,40950,ON,Pauline Hanson's One Nation,HARRIS,Kate,5,40760,ALP,Australian Labor Party,WINN,Sharon,6,1707,22.640
QLD,167,Kennedy,41364,CYA,Trumpet of Patriots,WESTCOTT,Mark,7,41184,LNP,LNP,SWAINE,Annette,1,1524,66.750
QLD,167,Kennedy,41364,CYA,Trumpet of Patriots,WESTCOTT,Mark,7,40760,ALP,Australian Labor Party,WINN,Sharon,6,759,33.250
QLD,167,Kennedy,40650,KAP,Katter's Australian Party (KAP),KATTER,Bob,8,41184,LNP,LNP,SWAINE,Annette,1,24285,61.920
QLD,167,Kennedy,40650,KAP,Katter's Australian Party (KAP),KATTER,Bob,8,40760,ALP,Australian Labor Party,WINN,Sharon,6,14934,38.080
QLD,170,Maranoa,0,,,First Preferences,,0,41162,LNP,LNP,LITTLEPROUD,David,2,51947,76.820
QLD,170,Maranoa,0,,,First Preferences,,0,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,15675,23.180
QLD,170,Maranoa,40975,GRPF,Gerard Rennick People First,DRAPER,Rod,1,41162,LNP,LNP,LITTLEPROUD,David,2,4506,81.160
QLD,170,Maranoa,40975,GRPF,Gerard Rennick People First,DRAPER,Rod,1,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,1046,18.840
QLD,170,Maranoa,41274,GRN,The Greens,JOHNSTON,Elizabeth,3,41162,LNP,LNP,LITTLEPROUD,David,2,1199,23.830
QLD,170,Maranoa,41274,GRN,The Greens,JOHNSTON,Elizabeth,3,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,3833,76.170
QLD,170,Maranoa,40690,LTP,Libertarian,OFFERDAHL,Michael,4,41162,LNP,LNP,LITTLEPROUD,David,2,1392,73.380
QLD,170,Maranoa,40690,LTP,Libertarian,OFFERDAHL,Michael,4,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,505,26.620
QLD,170,Maranoa,40912,FFPA,Family First,WHITTLE,John Matthew,5,41162,LNP,LNP,LITTLEPROUD,David,2,2011,71.770
QLD,170,Maranoa,40912,FFPA,Family First,WHITTLE,John Matthew,5,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,791,28.230
QLD,170,Maranoa,41351,CYA,Trumpet of Patriots,CUMES,Jonathan Allen,7,41162,LNP,LNP,LITTLEPROUD,David,2,1912,69.180
QLD,170,Maranoa,41351,CYA,Trumpet of Patriots,CUMES,Jonathan Allen,7,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,852,30.820
QLD,170,Maranoa,41037,ON,Pauline Hanson's One Nation,DUNCAN,Sharon,8,41162,LNP,LNP,LITTLEPROUD,David,2,9286,77.270
QLD,170,Maranoa,41037,ON,Pauline Hanson's One Nation,DUNCAN,Sharon,8,40787,ALP,Australian Labor Party,NEWMAN,Alex,6,2732,22.730
QLD,177,Ryan,0,,,First Preferences,,0,40807,ALP,Australian Labor Party,HACK,Rebecca,2,29217,44.930
QLD,177,Ryan,0,,,First Preferences,,0,41192,LNP,LNP,FORREST,Maggie,5,35806,55.070
QLD,177,Ryan,40905,FFPA,Family First,GALLEHAWK,Donna,1,40807,ALP,Australian Labor Party,HACK,Rebecca,2,531,39.630
QLD,177,Ryan,40905,FFPA,Family First,GALLEHAWK,Donna,1,41192,LNP,LNP,FORREST,Maggie,5,809,60.370
QLD,177,Ryan,40687,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,MASTERTON,Gina,3,40807,ALP,Australian Labor Party,HACK,Rebecca,2,767,76.170
QLD,177,Ryan,40687,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,MASTERTON,Gina,3,41192,LNP,LNP,FORREST,Maggie,5,240,23.830
QLD,177,Ryan,41285,GRN,The Greens,WATSON-BROWN,Elizabeth,4,40807,ALP,Australian Labor Party,HACK,Rebecca,2,27823,92.790
QLD,177,Ryan,41285,GRN,The Greens,WATSON-BROWN,Elizabeth,4,41192,LNP,LNP,FORREST,Maggie,5,2163,7.210
QLD,177,Ryan,40974,GRPF,Gerard Rennick People First,DE LAPP,N,6,40807,ALP,Australian Labor Party,HACK,Rebecca,2,510,21.190
QLD,177,Ryan,40974,GRPF,Gerard Rennick People First,DE LAPP,N,6,41192,LNP,LNP,FORREST,Maggie,5,1897,78.810
QLD,177,Ryan,41415,CYA,Trumpet of Patriots,HUNT,Ryan,7,40807,ALP,Australian Labor Party,HACK,Rebecca,2,442,32.220
QLD,177,Ryan,41415,CYA,Trumpet of Patriots,HUNT,Ryan,7,41192,LNP,LNP,FORREST,Maggie,5,930,67.780
QLD,177,Ryan,40960,ON,Pauline Hanson's One Nation,ELSOM,Robbie,8,40807,ALP,Australian Labor Party,HACK,Rebecca,2,532,22.860
QLD,177,Ryan,40960,ON,Pauline Hanson's One Nation,ELSOM,Robbie,8,41192,LNP,LNP,FORREST,Maggie,5,1795,77.140
SA,188,Mayo,0,,,First Preferences,,0,41035,LP,Liberal,BASIC,Zane,1,29551,52.520
SA,188,Mayo,0,,,First Preferences,,0,41186,ALP,Australian Labor Party,BELL,Marisa,5,26718,47.480
SA,188,Mayo,40653,XEN,Centre Alliance,SHARKIE,Rebekha,2,41035,LP,Liberal,BASIC,Zane,1,14729,39.330
SA,188,Mayo,40653,XEN,Centre Alliance,SHARKIE,Rebekha,2,41186,ALP,Australian Labor Party,BELL,Marisa,5,22724,60.670
SA,188,Mayo,41029,GRN,The Greens,DAWSON-SCOTT,Genevieve,3,41035,LP,Liberal,BASIC,Zane,1,1841,10.800
SA,188,Mayo,41029,GRN,The Greens,DAWSON-SCOTT,Genevieve,3,41186,ALP,Australian Labor Party,BELL,Marisa,5,15207,89.200
SA,188,Mayo,41058,FFPA,Family First,HACKETT,Ben,4,41035,LP,Liberal,BASIC,Zane,1,2415,71.090
SA,188,Mayo,41058,FFPA,Family First,HACKETT,Ben,4,41186,ALP,Australian Labor Party,BELL,Marisa,5,982,28.910
SA,188,Mayo,42045,ON,Pauline Hanson's One Nation,HEWETT,Rebecca,6,41035,LP,Liberal,BASIC,Zane,1,5603,74.780
SA,188,Mayo,42045,ON,Pauline Hanson's One Nation,HEWETT,Rebecca,6,41186,ALP,Australian Labor Party,BELL,Marisa,5,1890,25.220
SA,188,Mayo,41049,CYA,Trumpet of Patriots,BIDWELL,Simeon Trump,7,41035,LP,Liberal,BASIC,Zane,1,2223,63.120
SA,188,Mayo,41049,CYA,Trumpet of Patriots,BIDWELL,Simeon Trump,7,41186,ALP,Australian Labor Party,BELL,Marisa,5,1299,36.880
TAS,319,Clark,0,,,First Preferences,,0,40766,LP,Liberal,DI FLORIO,Marilena,3,9239,40.560
TAS,319,Clark,0,,,First Preferences,,0,41524,ALP,Australian Labor Party,HECK,Heidi,4,13539,59.440
TAS,319,Clark,33553,IND,Independent,WILKIE,Andrew,1,40766,LP,Liberal,DI FLORIO,Marilena,3,7631,23.120
TAS,319,Clark,33553,IND,Independent,WILKIE,Andrew,1,41524,ALP,Australian Labor Party,HECK,Heidi,4,25380,76.880
TAS,319,Clark,41157,GRN,The Greens,SHELLEY,Janet,2,40766,LP,Liberal,DI FLORIO,Marilena,3,902,10.130
TAS,319,Clark,41157,GRN,The Greens,SHELLEY,Janet,2,41524,ALP,Australian Labor Party,HECK,Heidi,4,8006,89.870
TAS,319,Clark,42055,ON,Pauline Hanson's One Nation,GRIGGS,Cathy,5,40766,LP,Liberal,DI FLORIO,Marilena,3,1888,66.620
TAS,319,Clark,42055,ON,Pauline Hanson's One Nation,GRIGGS,Cathy,5,41524,ALP,Australian Labor Party,HECK,Heidi,4,946,33.380
TAS,195,Franklin,0,,,First Preferences,,0,40776,LP,Liberal,GARVIN,Josh,1,14403,32.550
TAS,195,Franklin,0,,,First Preferences,,0,41533,ALP,Australian Labor Party,COLLINS,Julie,6,29842,67.450
TAS,195,Franklin,40655,IND,Independent,GEORGE,Peter,2,40776,LP,Liberal,GARVIN,Josh,1,3498,21.090
TAS,195,Franklin,40655,IND,Independent,GEORGE,Peter,2,41533,ALP,Australian Labor Party,COLLINS,Julie,6,13088,78.910
TAS,195,Franklin,40733,IND,Independent,BLOMELEY,Brendan,3,40776,LP,Liberal,GARVIN,Josh,1,2028,53.060
TAS,195,Franklin,40733,IND,Independent,BLOMELEY,Brendan,3,41533,ALP,Australian Labor Party,COLLINS,Julie,6,1794,46.940
TAS,195,Franklin,42053,ON,Pauline Hanson's One Nation,POPESCU,Stefan,4,40776,LP,Liberal,GARVIN,Josh,1,2679,70.630
TAS,195,Franklin,42053,ON,Pauline Hanson's One Nation,POPESCU,Stefan,4,41533,ALP,Australian Labor Party,COLLINS,Julie,6,1114,29.370
TAS,195,Franklin,41159,GRN,The Greens,FITZGERALD,Owen,5,40776,LP,Liberal,GARVIN,Josh,1,758,9.460
TAS,195,Franklin,41159,GRN,The Greens,FITZGERALD,Owen,5,41533,ALP,Australian Labor Party,COLLINS,Julie,6,7258,90.540
VIC,203,Calwell,0,,,First Preferences,,0,40860,ALP,Australian Labor Party,ABDO,Basem,9,27423,66.040
VIC,203,Calwell,0,,,First Preferences,,0,40752,LP,Liberal,GHANI,Usman,13,14102,33.960
VIC,203,Calwell,40630,IND,Independent,MOORE,Carly,1,40860,ALP,Australian Labor Party,ABDO,Basem,9,6197,57.730
VIC,203,Calwell,40630,IND,Independent,MOORE,Carly,1,40752,LP,Liberal,GHANI,Usman,13,4538,42.270
VIC,203,Calwell,41604,FFPA,Family First,BENGTSSON,Maria,2,40860,ALP,Australian Labor Party,ABDO,Basem,9,1194,51.730
VIC,203,Calwell,41604,FFPA,Family First,BENGTSSON,Maria,2,40752,LP,Liberal,GHANI,Usman,13,1114,48.270
VIC,203,Calwell,41232,HMP,Legalise Cannabis Party,DEL ROSARIO-MAKRIDIS,Gianni,3,40860,ALP,Australian Labor Party,ABDO,Basem,9,2082,73.230
VIC,203,Calwell,41232,HMP,Legalise Cannabis Party,DEL ROSARIO-MAKRIDIS,Gianni,3,40752,LP,Liberal,GHANI,Usman,13,761,26.770
VIC,203,Calwell,42008,IND,Independent,MOSLIH,Samim,4,40860,ALP,Australian Labor Party,ABDO,Basem,9,5545,90.090
VIC,203,Calwell,42008,IND,Independent,MOSLIH,Samim,4,40752,LP,Liberal,GHANI,Usman,13,610,9.910
VIC,203,Calwell,41525,ON,Pauline Hanson's One Nation,TOMA,Luay,5,40860,ALP,Australian Labor Party,ABDO,Basem,9,1302,38.580
VIC,203,Calwell,41525,ON,Pauline Hanson's One Nation,TOMA,Luay,5,40752,LP,Liberal,GHANI,Usman,13,2073,61.420
VIC,203,Calwell,40654,IND,Independent,YOUHANA,Joseph,6,40860,ALP,Australian Labor Party,ABDO,Basem,9,4379,45.480
VIC,203,Calwell,40654,IND,Independent,YOUHANA,Joseph,6,40752,LP,Liberal,GHANI,Usman,13,5249,54.520
VIC,203,Calwell,41084,GVIC,The Greens,GARCHA,Ravneet Kaur,7,40860,ALP,Australian Labor Party,ABDO,Basem,9,6453,86.750
VIC,203,Calwell,41084,GVIC,The Greens,GARCHA,Ravneet Kaur,7,40752,LP,Liberal,GHANI,Usman,13,986,13.250
VIC,203,Calwell,41362,CYA,Trumpet of Patriots,ISSA,Assaad,8,40860,ALP,Australian Labor Party,ABDO,Basem,9,1026,46.400
VIC,203,Calwell,41362,CYA,Trumpet of Patriots,ISSA,Assaad,8,40752,LP,Liberal,GHANI,Usman,13,1185,53.600
VIC,203,Calwell,41196,,,PEACH,Morgan,10,40860,ALP,Australian Labor Party,ABDO,Basem,9,317,65.090
VIC,203,Calwell,41196,,,PEACH,Morgan,10,40752,LP,Liberal,GHANI,Usman,13,170,34.910
VIC,203,Calwell,40700,CEC,Citizens Party,HAWLI,Bassima,11,40860,ALP,Australian Labor Party,ABDO,Basem,9,1936,73.780
VIC,203,Calwell,40700,CEC,Citizens Party,HAWLI,Bassima,11,40752,LP,Liberal,GHANI,Usman,13,688,26.220
VIC,203,Calwell,41940,IND,Independent,RAGUPATHY,Ravi,12,40860,ALP,Australian Labor Party,ABDO,Basem,9,273,54.490
VIC,203,Calwell,41940,IND,Independent,RAGUPATHY,Ravi,12,40752,LP,Liberal,GHANI,Usman,13,228,45.510
VIC,320,Cooper,0,,,First Preferences,,0,40856,ALP,Australian Labor Party,KEARNEY,Ged,2,45151,73.500
VIC,320,Cooper,0,,,First Preferences,,0,40767,LP,Liberal,TODHUNTER,Stewart,4,16280,26.500
VIC,320,Cooper,41564,ON,Pauline Hanson's One Nation,TURNER,William,1,40856,ALP,Australian Labor Party,KEARNEY,Ged,2,1735,30.520
VIC,320,Cooper,41564,ON,Pauline Hanson's One Nation,TURNER,William,1,40767,LP,Liberal,TODHUNTER,Stewart,4,3949,69.480
VIC,320,Cooper,41089,GVIC,The Greens,BURNETT,Tara,3,40856,ALP,Australian Labor Party,KEARNEY,Ged,2,25966,95.730
VIC,320,Cooper,41089,GVIC,The Greens,BURNETT,Tara,3,40767,LP,Liberal,TODHUNTER,Stewart,4,1157,4.270
VIC,320,Cooper,41002,VNS,Victorian Socialists,LARKIN,Kath,5,40856,ALP,Australian Labor Party,KEARNEY,Ged,2,8504,94.360
VIC,320,Cooper,41002,VNS,Victorian Socialists,LARKIN,Kath,5,40767,LP,Liberal,TODHUNTER,Stewart,4,508,5.640
VIC,320,Cooper,41206,HMP,Legalise Cannabis Party,STOLZENBERG,Donna,6,40856,ALP,Australian Labor Party,KEARNEY,Ged,2,3133,72.260
VIC,320,Cooper,41206,HMP,Legalise Cannabis Party,STOLZENBERG,Donna,6,40767,LP,Liberal,TODHUNTER,Stewart,4,1203,27.740
VIC,211,Flinders,0,,,First Preferences,,0,40748,LP,Liberal,McKENZIE,Zoe,3,47375,64.900
VIC,211,Flinders,0,,,First Preferences,,0,40853,ALP,Australian Labor Party,RACE,Sarah,6,25622,35.100
VIC,211,Flinders,41371,CYA,Trumpet of Patriots,SMART,Jason,1,40748,LP,Liberal,McKENZIE,Zoe,3,2316,73.660
VIC,211,Flinders,41371,CYA,Trumpet of Patriots,SMART,Jason,1,40853,ALP,Australian Labor Party,RACE,Sarah,6,828,26.340
VIC,211,Flinders,40838,IND,Independent,SMITH,Ben,2,40748,LP,Liberal,McKENZIE,Zoe,3,6930,28.390
VIC,211,Flinders,40838,IND,Independent,SMITH,Ben,2,40853,ALP,Australian Labor Party,RACE,Sarah,6,17476,71.610
VIC,211,Flinders,41509,ON,Pauline Hanson's One Nation,BROWN,Mike,4,40748,LP,Liberal,McKENZIE,Zoe,3,5012,82.290
VIC,211,Flinders,41509,ON,Pauline Hanson's One Nation,BROWN,Mike,4,40853,ALP,Australian Labor Party,RACE,Sarah,6,1079,17.710
VIC,211,Flinders,40892,IND,Independent,TOSCANO,Joseph,5,40748,LP,Liberal,McKENZIE,Zoe,3,419,42.760
VIC,211,Flinders,40892,IND,Independent,TOSCANO,Joseph,5,40853,ALP,Australian Labor Party,RACE,Sarah,6,561,57.240
VIC,211,Flinders,41131,GVIC,The Greens,FROGLEY,Adam,7,40748,LP,Liberal,McKENZIE,Zoe,3,905,12.390
VIC,211,Flinders,41131,GVIC,The Greens,FROGLEY,Adam,7,40853,ALP,Australian Labor Party,RACE,Sarah,6,6400,87.610
VIC,321,Fraser,0,,,First Preferences,,0,40783,LP,Liberal,PATEL,Satish,4,18125,28.360
VIC,321,Fraser,0,,,First Preferences,,0,40859,ALP,Australian Labor Party,MULINO,Daniel,6,45786,71.640
VIC,321,Fraser,41562,FFPA,Family First,RANCIE,Rob,1,40783,LP,Liberal,PATEL,Satish,4,3022,66.490
VIC,321,Fraser,41562,FFPA,Family First,RANCIE,Rob,1,40859,ALP,Australian Labor Party,MULINO,Daniel,6,1523,33.510
VIC,321,Fraser,41133,GVIC,The Greens,TRUONG,Huong,2,40783,LP,Liberal,PATEL,Satish,4,4460,16.410
VIC,321,Fraser,41133,GVIC,The Greens,TRUONG,Huong,2,40859,ALP,Australian Labor Party,MULINO,Daniel,6,22711,83.590
VIC,321,Fraser,41517,ON,Pauline Hanson's One Nation,ROZARIO,George,3,40783,LP,Liberal,PATEL,Satish,4,3498,68.120
VIC,321,Fraser,41517,ON,Pauline Hanson's One Nation,ROZARIO,George,3,40859,ALP,Australian Labor Party,MULINO,Daniel,6,1637,31.880
VIC,321,Fraser,41004,VNS,Victorian Socialists,DUFF,Jasmine,5,40783,LP,Liberal,PATEL,Satish,4,961,14.330
VIC,321,Fraser,41004,VNS,Victorian Socialists,DUFF,Jasmine,5,40859,ALP,Australian Labor Party,MULINO,Daniel,6,5744,85.670
VIC,214,Goldstein,0,,,First Preferences,,0,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,15812,23.940
VIC,214,Goldstein,0,,,First Preferences,,0,40747,LP,Liberal,WILSON,Tim,7,50228,76.060
VIC,214,Goldstein,41372,CYA,Trumpet of Patriots,WILLIAMS,Vicki Jane,1,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,690,33.400
VIC,214,Goldstein,41372,CYA,Trumpet of Patriots,WILLIAMS,Vicki Jane,1,40747,LP,Liberal,WILSON,Tim,7,1376,66.600
VIC,214,Goldstein,41309,LTP,Libertarian,SEGAL,David,3,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,300,17.890
VIC,214,Goldstein,41309,LTP,Libertarian,SEGAL,David,3,40747,LP,Liberal,WILSON,Tim,7,1377,82.110
VIC,214,Goldstein,41112,GVIC,The Greens,GALLI-McROSTIE,Alana,4,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,7382,88.730
VIC,214,Goldstein,41112,GVIC,The Greens,GALLI-McROSTIE,Alana,4,40747,LP,Liberal,WILSON,Tim,7,938,11.270
VIC,214,Goldstein,41925,ON,Pauline Hanson's One Nation,GARDINER,Leon,5,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,410,20.130
VIC,214,Goldstein,41925,ON,Pauline Hanson's One Nation,GARDINER,Leon,5,40747,LP,Liberal,WILSON,Tim,7,1627,79.870
VIC,214,Goldstein,36074,IND,Independent,DANIEL,Zoe,6,40813,ALP,Australian Labor Party,GADANI,Nildhara,2,28652,80.630
VIC,214,Goldstein,36074,IND,Independent,DANIEL,Zoe,6,40747,LP,Liberal,WILSON,Tim,7,6881,19.370
VIC,218,Indi,0,,,First Preferences,,0,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,8824,21.370
VIC,218,Indi,0,,,First Preferences,,0,40750,LP,Liberal,TRENERY,James,3,32475,78.630
VIC,218,Indi,32086,IND,Independent,HAINES,Helen,1,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,29864,66.780
VIC,218,Indi,32086,IND,Independent,HAINES,Helen,1,40750,LP,Liberal,TRENERY,James,3,14859,33.220
VIC,218,Indi,41626,ON,Pauline Hanson's One Nation,THOMAS,Athol,4,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,1357,17.830
VIC,218,Indi,41626,ON,Pauline Hanson's One Nation,THOMAS,Athol,4,40750,LP,Liberal,TRENERY,James,3,6254,82.170
VIC,218,Indi,41125,GVIC,The Greens,REGAN,Alysia,5,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,3078,80.180
VIC,218,Indi,41125,GVIC,The Greens,REGAN,Alysia,5,40750,LP,Liberal,TRENERY,James,3,761,19.820
VIC,218,Indi,41314,LTP,Libertarian,QUILTY,Tim,6,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,249,14.600
VIC,218,Indi,41314,LTP,Libertarian,QUILTY,Tim,6,40750,LP,Liberal,TRENERY,James,3,1456,85.400
VIC,218,Indi,41573,FFPA,Family First,WHITE,Michael,7,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,438,23.040
VIC,218,Indi,41573,FFPA,Family First,WHITE,Michael,7,40750,LP,Liberal,TRENERY,James,3,1463,76.960
VIC,218,Indi,41929,HMP,Legalise Cannabis Party,HOWMAN,Ben,8,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,1565,49.480
VIC,218,Indi,41929,HMP,Legalise Cannabis Party,HOWMAN,Ben,8,40750,LP,Liberal,TRENERY,James,3,1598,50.520
VIC,218,Indi,40628,IND,Independent,McFARLANE,Mark,9,40842,ALP,Australian Labor Party,BRIDGES,Mitch,2,461,30.330
VIC,218,Indi,40628,IND,Independent,McFARLANE,Mark,9,40750,LP,Liberal,TRENERY,James,3,1059,69.670
VIC,221,Kooyong,0,,,First Preferences,,0,40763,LP,Liberal,HAMER,Amelia,2,49542,78.370
VIC,221,Kooyong,0,,,First Preferences,,0,40827,ALP,Australian Labor Party,CROSBY,Clive,7,13671,21.630
VIC,221,Kooyong,41311,LTP,Libertarian,PEPPARD,Richard,1,40763,LP,Liberal,HAMER,Amelia,2,1214,82.310
VIC,221,Kooyong,41311,LTP,Libertarian,PEPPARD,Richard,1,40827,ALP,Australian Labor Party,CROSBY,Clive,7,261,17.690
